No,질문,답변
000764,"- 화면번호 : 3471
- 문의내용 : 
3471 화면에서 수익률입력해서 단가 계싼하는걸 엑셀에하고싶은데요...
이거혹시 만기일까지의 휴일계산은 어떻게하는건지 궁금합니다
혹시 엑셀에서 휴일을 뺀 일자를 가져오는함수가잇는걸까요?

추가로 단가 계산하는 산식이 궁금합니다","안녕하세요. CHECKExpert+ 입니다.

체크에서 제공하는 별도의 휴일 처리 관련 함수는 없습니다. 

단가 계산하는 산식은 금융투자협회에서 08년 보도자료 중

""채권단가 계산 표준화 방안""을 참고하시면 될 것 같습니다. 

감사합니다. "
000724,"- 화면번호 : 3269
- 문의내용 : 안녕하세요 질문이 2가지 있습니다!
1. 혹시 NET , 누적의 차이점이 뭔지 알고 싶습니다. 

2. NET를 선택할 시 순매수 대금의 값을 비교해서 검색해주는거라 오른쪽에 매칭 종목이 안 뜰 수도 있다는 말도 이해가 안됩니다.)

2. 외국인/거래량/NET (단위:억)  으로 세팅하면 

3. 13:33분에 외국인이 608억을 순매수했다고 뜨고 13:55분에 외국인 매수 -608, 순매수 -608이라고 뜨는데, 이거는 33분에 매수했던 608억을 취소한 건가요 어떻게 해석해야할지 모르겠습니다.","안녕하세요. CHECKExpert+ 입니다.

1. NET은 건별 거래금액으로, 누적은 당일 건별 거래의 누적 합으로 생각하시면 될 것 같습니다. 

2. 매칭 서비스는 투자자 건별 거래와 오른쪽 창에서 나타나는 개별 종목 거래를 매칭해주는 기능인데, 단순 거래량으로만 매칭해 주는 것이라 매칭결과를 반드시 보여주진 않습니다. 

3. 매수/매도에 음수가 표시되는 경우 그 전 체결된 거래에 대해 취소 또는 정정이 발생했다는 의미입니다. 

감사합니다. "
000721,"- 화면번호 : 
- 문의내용 : 과거 국고채권30년 입찰일의 낙찰금리를 어떻게 확인할 수 있나요 ","안녕하세요. CHECKExpert+ 입니다.

3070 화면에서 필요기간에 대해서 만기별로 소팅해 확인 하실 수 있습니다. 

감사합니다. "
000717,"- 화면번호 : 
- 문의내용 : 안녕하세요. 혹시 미국 10년 금리 선물을 실시간으로 볼수있는 화면 있을까싶어 문의드려요","안녕하세요. CHECKExpert+ 입니다.

3109 종합화면에서 맨 하단에 해외금리선물을 확인하실 수 있으시며, 

6372 화면에서 CME>금리 검색을 통해 개별 종목을 확일하실 수 있습니다. 

감사합니다. "
000715,"- 문의내용 : 안녕하세요
4080화면에 KTB10 현물가 카테고리에 K-Bond, 최종호가, 전체시장체결, 체결, 시가평가, CHECK종합 이라는 6개의 버튼이 있는데, 각 버튼당 어떤 차이가 있는지 알수있을까요?","안녕하세요. CHECKExpert+ 입니다.

1. K-BOND : K-BOND 메신저 기반 장외 호가 및 체결 가격

2. 최종호가 : 금융투자협회 기준 국채선물바스켓 수익률 (오전/오후)

3. 전체시장 : 장내시장 + 장외호가/체결 + 장외15분체결

4. 체결 : 장내체결 +장외호가/체결

5. 시가평가 : 민평기준 전전일 시평가

6. CHECK종합 : 장전(시가평가), 장중(장내체결+장외호가/체결), 최종(최종호가)

감사합니다. "
000677,"- 화면번호 : 3436
- 문의내용 : 3436화면에서 그간 조건부자본증권 Var  값을 확인했는데 최근에 매수한 농협금융 조건부는 값이 안나오는데 확인 부탁드립니다.","안녕하세요. CHECKExpert+ 입니다.

해당 데이터 값들은 약 한달 정도의 종목 데이터가 쌓인후에 통계적으로

계산이 되어야 하는 값들입니다. 발행 후 약 한달 후에 다시 한번

확인 부탁드리겠습니다. 감사합니다. "
000676,"- 화면번호 : 3436
- 문의내용 : 
3436 화면 분석지표에서, 총 스프레드 및 등급스프레드 계산시
등급 및 국고 기준월이 3M인 이유는 무엇입니까? ","안녕하세요. CHECKExpert+ 입니다.

보통 단기자금 운용 기준을 3개월로 잡아서 스프레드 항목으로

설정 되어있습니다. 만약 발행당시 기준 동일 테너의 스프레드를 

보시기 원하신다면 3054 화면의 국고/자기등급/발행사 ""대비"" 값을 

참고하시기 바랍니다. 감사합니다. "
000675,"- 화면번호 : 3000
- 문의내용 : 3000 화면에서 종목 검색시 
스프레드(총 스프레드, 등급 스프레드, 기간 스프레드) 산출 기준을 알고 싶습니다. ","안녕하세요. CHECKExpert+ 입니다.

3000화면에서 상단바의 ""분석지표"" 버튼을 클릭하시면 3436화면이

나타납니다.  3436화면 오른쪽 ""분석지표?"" 버튼을 클릭하시면 관련 내용을 

확인하실 수 있는데, 내용은 다음과 같습니다. 

총스프레드   : 종목민평 - 국고 3M 민평
등급스프레드 : 해당등급의 3M 민평 - 국고 3M 민평
기간스프레드 : 총스프레드 - 등급스프레드  

감사합니다. "
000649,"- 화면번호 : 
- 문의내용 : 안녕하세요! 다름이 아니라, 일정기간동안 개인이 가장 많이 매수한 채권 종목을 보고 싶은데요. ","안녕하세요. CHECKExpert+ 입니다.

말씀하신 사항에 가장 가까운 화면은 3717 화면입니다. 

해당 화면에서는 장내일반시장에서 기간별 거래대금 및 거래량에 

따른 종목 리스트를 확인하실 수 있습니다. 

다만, 장내일반시장의 경우 기관과 개인을 구분하지 않음으로 

이점 감안하시어 보시길 바랍니다. 

감사합니다. "
000647,"- 화면번호 : 
- 문의내용 : 안녕하세요 혹시 이표채 중 공휴일이 이자지급일인 이표채와, 추석, 설날이 이자지급일인 이표채를 확인하고싶은데 어떻게 조회할 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

안타깝게도 문의주신 사항에 해당하는 화면은 저희가

제공하고 있지 않습니다. 

은행휴무일인 토요일 기준으로 이자지급일인 이표채를 확인할 수 있는

3007 화면이 말씀하신 사항에 가장 유사할 것 같습니다. 

도움을 못드려 죄송합니다. "
000625,- 문의내용 : 체크 처음 쓰는 사용자인데 채권/금리 관려해서 화면 정리 잘 된 샘플 같은거 받아볼 수 있을까요?,"안녕하세요. CHECKExpert+ 입니다.

8002 메뉴맵 화면 ""채권운용"" 페이지내 각 소제목들을 클릭하시면

도움이 될 화면을 열어보실수 있습니다. 

감사합니다. "
000624,"- 화면번호 : 3435
- 문의내용 : 안녕하세요 3435에 '종목시평추이'에서 민평4사로 놓고 익일기준과 당일기준 날짜가 같음에도 채권 단가 차이가 나는 이유가 무엇인지 알 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3435화면에서는 익일기준, 당일기준의 구분은 맨 좌측열의 결제일자에

해당하는 평가수익률이 전영업일 아니면 해당 결제일에 공표한 

평가금리냐로 보시면 됩니다. 

감사합니다. "
000621,"- 화면번호 : 
- 문의내용 : 안녕하세요. 기업어음 각 발행사별 민평금리를 한눈에 볼수 있는 화면이 몇번일까요?","안녕하세요. CHECKExpert+ 입니다.

3747화면에서 각 등급에 맞는 발행사별 민평금리를

확인하실 수 있습니다. 

감사합니다. "
000615,"- 화면번호 : 
- 문의내용 : 안녕하세요. 제가 관심있는 채권(사모사채위주)만 모아서 보고싶은데 이것도 가능할까요? 기준일 설정해서 단가/금리/듀레이션 등등 확인해보고 싶습니다 ","안녕하세요. CHECKExpert+ 입니다.

문의주신 사항은 3805/3827 등의 화면에서 채권 포트폴리오를

구성하신 후 확인하실 수 있습니다. 

감사합니다. "
000614,"- 화면번호 : 
- 문의내용 : 안녕하세요, 국고채와 통안채 전체 daily 민평수익률을 보는 화면을 알고 싶습니다.","안녕하세요. CHECKExpert+ 입니다.

국고/통안 개별 전체 종목의 민평 수익률을 보실려면 3441, 

시가평가 매트릭스 상의 일별 수익률을 보실려면 3431을

참고하시면 됩니다. 

감사합니다. "
000613,"- 화면번호 : 3227
- 문의내용 : 
 3227 '금투협 시가평가 matrix' 화면에서
 특정 신용등급과 테너를 갖는 채권에 대하여 과거 데이터를 엑셀로 받을 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3228 화면에서 원하시는 채권종목과 테너를 선택하시어

마우스 오른쪽 버튼 클릭 후 ""전체 영역 엑셀로 보내기""를

하시면 엑셀로 다운받으실 수 있습니다. 

감사합니다. "
000426,"- 화면번호 : 
- 문의내용 : 국가신용등급은 어느 화면에서 검색 가능한가요?","안녕하세요. CHECKExpert+ 입니다.

국가별 신용등급은 3940 화면에서 중분류 기준 country 로 검색하시면

각 신용평가사에서 부여한 등급을 확인하실 수 있습니다. 

감사합니다. "
000410,"- 화면번호 : 
- 문의내용 : 
특정 회사의 cp 기간별 금리를 확인하고 싶은데 
화면번호 문의드립니다.","안녕하세요. CHECKExpert+ 입니다.

문의 주신 사항은 3747 화면에서 

해당 회사명으로 검색하시면 확인하실 수 있습니다. 

감사합니다. "
000297,"- 화면번호 : 
- 문의내용 : 스왑레이트를 어디서 조회하는지 알 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

5201 화면에서 화면 컨텐츠 선택란에서 FX Swap Rate를

선택하시면 FX S/R 항목에 스왑레이트를 확인하실 수 있습니다. 

감사합니다. "
000286,"- 화면번호 : 
- 문의내용 : 안녕하세요, 국고채 최종호가수익률 과거 데이터 볼 수 있는 페이지 알려주실 수 있으세요? ","안녕하세요. CHECKExpert+ 입니다.

최종호가수익률은 3223화면을 통해서 과거 데이터를 조회해 보실수 있습니다. 

감사합니다. "
000273,"- 화면번호 : 4337
- 전화번호 : 
- 문의내용 : 선물 쪽 화면의 투자자 메뉴 중에
달러선물 투자자 수급도 추가 가능할까요??
아니면 혹시 볼 수 있는 다른 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

현재 달러선물의 경우 4231/4241/4237 등의 화면에서

투자자 수급을 확인하실 수 있습니다. 

감사합니다. "
000257,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 안녕하세요. CP민평금리 확인 시, 동일업종 (ex. 카드사, 건설사) 평균 민평을 볼 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

CP 유통금리의 경우 업종 금리는 확인이 불가능 하시고, 

3743 화면에서 등급별 금리만 비교 가능하십니다. 

감사합니다. "
000253,"- 화면번호 : 
- 문의내용 : 업체별 CP 발행내역과 발행금리를 볼 수 있는 화면이 있던걸로 
             알고있는데, 발행내역만 나오고 발행금리까지 같이 볼 수 있는 
             화면이 있는지 문의드립니다.  감사합니다.","안녕하세요. CHECKExpert+ 입니다.

할인채인 CP의 경우 발행금리는 예탁결제원의 발행정보에 포함되지 

않는 정보여서 화면을 통해 제공되지 않으나, 3747/3743 화면을 통해서

금투협의 유통금리를 제공해 드리고 있습니다. 

감사합니다. "
000158,"- 화면번호 : 3435
- 문의내용 : 
1) 익일기준/당일기준 : 이건 결제일 기준으로 알고있는데 맞나요? 보통 익일결제를 기본으로 하고있는걸로 알고있는데 헷갈려서요
2) C.단가는 뭘까요?
3) 수익률이 나오는 날은 뭐고 아닌 날은 뭘까요? 여기서의 수익률은 ytm개념 인가요??
4) 4사 중에 나오는 단가 평균인건 알겠는데, 나오고 말고의 기준은 뭔가요? 발행사나 주관사에서 신청해야나오는건가요? 아님 코스콤에서 신청하는 종목이 나오는건가요?? 
","안녕하세요. CHECKExpert+ 입니다.

1) 결제일 기준이 맞습니다.  거래시 결제일 기준은 시장관행상 익일이기 때문에 단가 또한 ""익일기준""으로 계산합니다만, 당일결제 또는 평가에 사용하는 경우 ""당일기준"" 단가가 필요할 수 있기 때문에 해당 데이터를 제공하고 있습니다. 

2) C.단가는 clean 단가 즉 결제일 기준 부리된 이표를 제외한 단가를 의미합니다. 

3) 수익률은 영업일 기준으로 모두 제공되는게 원칙이고, ytm 개념이 맞습니다. 

4) 개별 채권 종목의 평가는 각 평가사에서 개별적으로 평가계약을 한 금융기관으로부터 요청 받을 경우 평가를 시작하며, 발행을 위한 발행사 및 주관사 또는 매수 금융기관이 회계처리를 위한 평가요청을 하는 경우가 있을 수 있습니다. 

감사합니다. "
000152,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 국채선물은 어디서 실시간 가격을 볼 수 있는지요
조회법 문의드립니다.
","안녕하세요. CHECKExpert+ 입니다.

국채선물은 4102 화면에서 종목별로 보실수도 있고, 

3107 화면과 같은 종합화면에서도 조회가 가능하십니다. 

그리고 5년 국채선물의 경우 시장에서 거래가 거의 안되는

종목이오니 참고하시기 바랍니다. 

감사합니다. "
